OTU,NM-L+P+1,NM-L+P+2,NM-L+P+3,NM-L+P+4,NM-L+P+5,AM-L-P+1,AM-L-P+2,AM-L-P+3,AM-L-P+4,AM-L-P+5,NM-L+P-1,NM-L+P-2,NM-L+P-3,NM-L+P-4,NM-L+P-5,AM-L-P-1,AM-L-P-2,AM-L-P-3,AM-L-P-4,AM-L-P-5
OTU3924,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3925,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3926,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3928,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3929,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3931,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3932,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3933,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3934,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3936,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3937,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3938,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3939,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3940,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3941,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3942,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3943,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3944,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3945,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3946,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3948,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3949,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3950,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3953,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3954,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3955,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3956,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3958,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3959,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3961,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3962,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3963,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3964,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3965,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3966,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3967,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3968,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3975,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3977,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3978,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3979,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3980,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3981,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3983,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3984,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3985,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3986,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3987,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3989,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3991,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3992,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3994,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3995,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3996,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3997,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3998,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4001,0,2,10,0,0,91,58,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU4002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4004,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4006,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4007,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4008,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4009,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4012,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4015,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4017,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4018,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4020,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4026,0,1,0,3,0,2,0,0,723,0,0,381,0,0,0,0,0,0,0,0
OTU4027,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4030,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4031,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4032,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4033,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4038,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4040,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4041,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4042,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4043,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4044,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4046,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4048,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4050,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4051,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4052,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4053,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4054,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4055,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4056,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4059,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4060,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4062,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4063,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4064,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4065,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4066,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4067,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4068,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4069,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4070,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4071,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4074,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4075,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4076,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4078,0,2,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0
OTU4079,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4080,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4081,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4082,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4083,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4085,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4086,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4088,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4089,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4090,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4091,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4097,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4098,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4101,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4102,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4103,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4106,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4108,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4109,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4111,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0
OTU4112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU4113,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4114,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4117,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4118,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4120,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4122,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4126,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4127,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4128,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4131,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0
OTU4132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4133,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4143,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4144,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4147,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4149,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4153,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4154,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4156,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4159,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4161,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4162,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4164,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4166,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4169,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4170,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4171,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4172,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4173,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4175,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4177,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4179,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4184,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4185,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4187,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0
OTU4188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4189,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4190,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4192,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4194,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4195,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4198,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4201,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU4203,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU4204,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4205,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,0
OTU4206,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,67,0,0,0,0
OTU4207,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4208,0,1,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4209,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
OTU4210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4211,0,1,0,0,363,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU4212,0,0,0,0,0,0,0,0,0,0,1402,1,0,0,0,0,0,0,0,0
OTU4213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4214,0,0,0,0,0,0,0,0,1,945,0,0,0,0,0,0,0,2,0,0
OTU4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4217,0,1,77,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4219,0,0,0,271,0,0,29,0,0,0,0,241,181,0,0,75,0,0,0,0
OTU4220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU4221,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU4223,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
